Sentiments,Reviews,language
negative,it had shipping damage. i did not care and thought some disproportionately would not really effect that much. but literally after trying it for 2 to 3 days. The welding on one of its side fell apart. reviewing after Eid as I could not get the time before. I request you to guide me how i am supposed to fix it and compensate me as me being a student it is a big loss for me.,en
negative,There is no battery,en
negative,Quality and product wise it is good but flimsy but I guess given the cost that's acceptable. I'm giving a low rating because I checked if red colour was available and they said it was and I ordered right away and I still received blue. Lying and cheating is just not acceptable. I will never buy from them again because they are not reliable.,en
positive,excellent also packaging is great 👍 ,en
negative,"AoA. received parcel today, not much excited as it is soul is cracked & so so not much batter, need  replacement ",en
positive,Very Well Product. I trust for online shopping nf I really appreciate to daraz.,en
positive,this was my 1st Order but I 100% agree happy your delivery boy was amazing,en
negative,very good but size is very big ,en
negative,wrong colors,en
positive,This is best seller and fast delivery ,en
negative,"Good product. Very sticky, holds okay",en
negative,Good product but stuff was not reliable too thin.,en
positive,The lights are bright and there is a lot of colors I could pick overall there are very good 5 stars,en
negative,it is not same 😕very disappointed 😔,en
negative,such a disappointing experience firstly the plug was not working then i used one of my own plugs and checked the light it ls not even working properly just a quater light is working rest are not. such fraid sellers should be banned,en
negative,poor service by daraz team. too much late delivery,en
negative,sorry but no light fake stars ,en
positive,This product is very helpful and easy to use. Also the quality is great as well. This is my third purchase for home! THANK YOU FRAKIN:),en
positive,"A nice product,just like what l thought.Sound is also good and clear having quality.Thanks Daraz and the seller.l am satisfied.👍",en
positive,"it is really good,amazing material same shown in picture.I'm glad to buy this bags its large size not a medium.I give 5 stars to this product",en
negative,soooo cheap,en
positive,I'm 💯 satisfied i love it it was amazing thank you so much daraz i will shop again 🥰🥰,en
positive,Sound Quality and build is good.,en
negative,I have an issue with I pod not working properly. Facing charging issue .. Bad experience want to exchange it .. ,en
negative,"The product is good, however found the bottle a bit less filled. on checking with the electronic balance it was coming around 733 grams for 650 ml liquid plus bottle weight . Well packed and properly secured.",en
positive,"This is my second purchase of this product & simply loving it, results are awesome & product is perfect 👍 Thanks Daraz & seller ❤️",en
negative,I'm a regular to this store. I like it. with this price it is justified ... even my whole family is your customer noW because of me... but some of the pieces have bad quality (rough). HOPING FOR A DISCOUNT,en
negative,"you are selling 3rd class products. what you show us never matches with what you deliver to us. shame on you and leaving in a Muslim country, you commit fraud in the quality of your products.",en
negative,As per quality price is high. packing not satisfactory.,en
positive,Best Service Ever,en
positive,Very satisfied. Nice product just as showen. Love it ,en
negative,I got a fake off brand $12 stylus. I saw other reviews of people saying the same thing. Be careful.,en
negative,Very expired product and its smells very bad ...,en
positive,Its absolutely gorgeous! I love it. The delivery took a lot of time but it was worth it!,en
positive,it was really nice thank you so much it was my third cushion,en
positive,Same as I ordered,en
positive,Received on time product was good satisfied.,en
negative,can’t receive and how much time waiting,en
negative,It’s a costly toy IMHO,en
positive,my pc broke before it came so i did not test it but delivery was on time and product was as described !,en
negative,"not bad,,,, but quality is not so good",en
positive,nice 🙂 I really like the shirts thanks daraz,en
negative,it is without charging cable and ear supporter. packing also not proper,en
negative,"I received the pencil and it connects immediately to the I pad. However, the pencil will not charge. I checked to see if the top was loose and tightened it. I have also disconnected it from Bluetooth and added it again, still no charge. Disappointed with the product.",en
